ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3
8542,F,WHITE,38-42,11,,7,High,Less than HS diploma,1,Violent/Non-Sex,1-2 years,8,6 or more,3 or more,3,0,5 or more,false,false,2,4 or more,true,2,0,true,false,false,false,true,true,true,true,false,false,false,false,0,10 or more,0,1,17.9047619,0,0,0,0,0,0,true,true,true,false,false
8543,M,WHITE,43-47,13,false,5,Specialized,High School Diploma,0,Other,Less than 1 year,8,5,2,0,5 or more,4,false,false,3 or more,2,false,0,2 or more,false,false,false,false,true,false,false,true,false,false,false,false,0,10 or more,0,0,23.8,0,0,0,0,1,1.023109244,false,false,false,false,false
8544,M,WHITE,33-37,14,false,5,Standard,At least some college,2,Property,1-2 years,10 or more,6 or more,2,5 or more,0,3,false,false,3 or more,2,false,3 or more,0,false,false,false,false,false,true,false,true,false,false,false,false,0,0,0,2,115.25,0,0,0,0,1,2.376898048,false,true,false,true,false
8545,M,WHITE,33-37,4,false,4,Standard,At least some college,2,Property,Less than 1 year,4,5,0,2,2,4,false,false,1,3,false,1,1,false,false,false,false,false,true,false,false,false,false,false,false,4 or more,0,0,0,75.875,0.125,0,0,0,0.797364086,0.601729819,true,true,false,true,false
8546,M,BLACK,43-47,8,false,4,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,4,0,3 or more,0,0,1,false,false,1,0,true,0,0,false,false,false,false,false,true,true,true,false,false,false,false,0,7,0,0,,,,,,1,0.958661417,false,true,false,true,false
8547,M,WHITE,23-27,1,false,6,Standard,High School Diploma,2,Violent/Non-Sex,1-2 years,5,4,1,2,2,1,true,false,0,0,false,1,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,,,,,,0.42139738,0.797489083,false,true,true,false,false
8549,M,BLACK,28-32,3,false,8,Specialized,High School Diploma,0,Drug,More than 3 years,6,5,3 or more,2,2,3,false,false,1,2,false,1,0,true,false,false,false,false,false,false,false,true,true,false,true,4 or more,10 or more,3 or more,3 or more,45.30434783,0.260869563,0.304347813,0,0,0.03646833,0.350527831,false,false,false,false,false
8552,M,BLACK,28-32,20,false,6,High,High School Diploma,1,Drug,1-2 years,1,3,0,0,3,0,false,false,0,2,false,0,2 or more,false,false,false,true,false,true,true,false,false,false,false,false,1,0,0,1,,,,,,0.493108729,0.559341501,false,true,true,false,false
8553,M,BLACK,23-27,23,false,10,Specialized,At least some college,2,Violent/Non-Sex,1-2 years,4,0,1,2,0,0,false,true,0,0,true,0,0,false,false,false,true,false,false,false,false,false,false,false,false,0,1,3 or more,1,92,0.5,0,0,0,0,0,false,true,true,false,false
8554,M,BLACK,48 or older,25,false,6,High,Less than HS diploma,0,Drug,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,false,true,3 or more,4 or more,true,1,2 or more,true,false,false,false,false,true,true,false,false,false,false,false,0,0,0,0,,,,,,0.37854251,0.73937247,false,true,true,false,false
8556,M,WHITE,48 or older,24,false,5,Standard,Less than HS diploma,0,Property,1-2 years,10 or more,6 or more,2,4,5 or more,5 or more,true,false,1,4 or more,true,3 or more,2 or more,false,true,false,false,false,true,true,false,false,false,false,false,0,10 or more,1,2,10.5,0,0,0,0,0,0,false,true,false,true,false
8559,M,WHITE,28-32,22,false,5,Standard,Less than HS diploma,2,Violent/Non-Sex,1-2 years,6,6 or more,1,2,0,5 or more,false,false,3 or more,4 or more,true,1,0,true,false,false,false,false,true,true,true,false,false,false,false,0,0,0,0,55.2,0,0,0,0,0,0,true,true,false,true,false
8560,M,BLACK,43-47,20,false,5,High,High School Diploma,2,Drug,Greater than 2 to 3 years,7,1,0,4,2,2,false,false,2,0,false,1,1,false,false,false,false,false,true,true,false,false,false,false,false,0,9,0,2,486.5,0,0,0,0,1,1.126156218,false,true,false,false,true
8561,M,WHITE,38-42,6,false,1,Specialized,At least some college,0,Property,Less than 1 year,10 or more,3,0,5 or more,0,5 or more,false,true,2,1,false,3 or more,0,true,false,false,false,true,false,true,false,false,false,false,true,0,1,0,1,169,0.166666672,0,0,0,1,0.720414201,true,false,false,false,false
8564,M,BLACK,48 or older,9,false,5,Standard,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,10 or more,4,1,5 or more,3,5 or more,false,false,3 or more,1,false,2,2 or more,false,false,false,false,false,true,true,false,false,false,false,true,3,9,0,1,42.11764706,0,0,0,0,0.969273743,0.510125698,false,false,false,false,false
8566,M,BLACK,23-27,4,false,8,Standard,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,10 or more,5,1,5 or more,1,5 or more,false,false,1,1,true,1,0,false,false,false,false,false,true,true,true,false,false,false,false,0,0,0,0,,,,,,0,0,false,false,false,false,false
8567,M,WHITE,33-37,14,false,9,Specialized,High School Diploma,1,Violent/Non-Sex,1-2 years,10 or more,6 or more,1,5 or more,1,5 or more,true,false,3 or more,4 or more,true,3 or more,0,true,true,true,false,false,false,false,true,true,true,false,false,4 or more,6,1,3 or more,48.3125,0,0,0,0,1,1.417529107,false,false,false,false,false
8568,M,BLACK,33-37,4,false,7,High,Less than HS diploma,1,Drug,More than 3 years,3,1,3 or more,0,0,0,false,false,0,0,false,0,0,false,false,false,true,false,false,false,false,false,false,true,true,0,0,0,0,78.14285714,0.142857149,0,0,0,1,2.003199269,false,false,false,false,false
8571,M,BLACK,23-27,4,false,7,High,Less than HS diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,2,1,2,1,0,0,false,false,0,1,true,0,0,false,false,false,false,false,true,false,false,false,false,false,false,0,6,0,0,,,,,,1,2,true,true,true,false,false
8572,M,WHITE,48 or older,14,false,7,High,At least some college,2,Violent/Non-Sex,More than 3 years,2,5,1,0,0,0,false,true,0,1,true,0,0,false,false,true,false,false,false,false,false,false,false,false,false,0,2,0,2,229,0,0,0,0,0.873362445,0.398744541,false,false,false,false,false
8573,M,BLACK,23-27,18,true,10,Standard,Less than HS diploma,2,,Greater than 2 to 3 years,6,3,2,1,3,5 or more,true,false,0,0,false,0,0,false,false,false,false,false,true,false,false,false,false,false,false,0,2,1,0,200.2,0.200000003,0.200000003,0,0,0,0,false,true,true,false,false
8574,M,BLACK,28-32,14,false,7,High,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,6,6 or more,3 or more,1,0,4,false,true,2,0,true,2,0,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,75,0,0,0,0,0.6,2,false,true,false,false,true
8575,F,WHITE,28-32,22,,10,Specialized,Less than HS diploma,2,Drug,Greater than 2 to 3 years,7,5,0,2,2,5 or more,false,false,0,2,false,1,2 or more,false,false,false,false,false,true,false,false,false,false,false,false,0,6,0,0,10.75,0,0,0,0,1,2,false,false,false,false,false
8577,M,BLACK,28-32,25,false,4,Specialized,Less than HS diploma,3 or more,Drug,Less than 1 year,8,6 or more,2,4,5 or more,4,true,false,3 or more,3,false,1,2 or more,false,false,false,false,true,true,false,false,false,true,false,false,0,10 or more,2,1,24.06666667,0,0,0,0,0.415512465,1,false,true,true,false,false
8578,M,WHITE,43-47,12,false,4,Standard,High School Diploma,2,Violent/Non-Sex,1-2 years,5,6 or more,1,1,0,5 or more,false,false,0,2,true,1,0,true,false,false,false,false,true,true,true,false,false,false,false,0,6,0,0,11.46153846,0,0,0,0,1,2,false,false,false,false,false
8580,M,BLACK,38-42,2,false,5,Standard,High School Diploma,1,Violent/Non-Sex,More than 3 years,8,3,1,3,4,1,false,false,3 or more,3,true,0,2 or more,false,true,false,false,false,true,true,true,false,true,false,true,1,0,0,1,35.5,0,0,0,0,0,0,false,true,true,false,false
8581,M,WHITE,23-27,11,false,5,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,2,0,2,0,0,0,false,false,0,0,true,0,0,false,false,false,false,false,false,false,false,false,false,false,false,0,6,1,0,46.66666667,0,0,0,0,1,1.304464286,false,true,false,false,true
8582,M,BLACK,23-27,19,false,7,High,At least some college,3 or more,Other,Less than 1 year,7,2,2,1,0,5 or more,false,true,1,1,false,1,0,true,false,true,false,false,true,false,true,false,true,false,false,0,0,0,0,93.5,0,0,0,0,0,0,false,true,true,false,false
8583,M,WHITE,23-27,12,false,7,Standard,High School Diploma,1,Violent/Non-Sex,Greater than 2 to 3 years,8,1,1,1,1,5 or more,false,false,3 or more,4 or more,true,2,2 or more,true,false,false,false,false,true,true,true,false,false,false,false,1,7,1,0,57.5,0,0,0,0,1,1.588043478,false,false,false,false,false
8585,M,WHITE,28-32,12,false,6,High,Less than HS diploma,2,Violent/Non-Sex,1-2 years,6,6 or more,3 or more,1,1,3,true,false,0,0,true,0,1,false,true,false,false,true,true,true,true,false,false,false,false,0,10 or more,3 or more,0,60.6,0,0,0,0,1,2,false,true,true,false,false
8586,M,WHITE,33-37,4,false,8,High,Less than HS diploma,0,Other,1-2 years,4,6 or more,0,1,3,5 or more,false,true,0,4 or more,false,0,2 or more,true,false,true,false,true,true,true,false,false,false,false,false,0,6,0,3 or more,37.9375,0,0,0,0,0.649093904,0.601729819,false,false,false,false,false
8588,M,BLACK,33-37,4,false,4,,High School Diploma,1,,Less than 1 year,2,1,0,0,2,0,false,false,1,0,false,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,77.2,0,0,0,0,0.520725389,1.892487047,false,false,false,false,false
8589,M,BLACK,48 or older,6,false,3,Standard,High School Diploma,0,Property,1-2 years,4,5,1,2,1,5 or more,false,false,2,1,true,2,1,false,false,false,true,false,true,true,false,false,false,false,false,0,6,0,2,30.64516129,0,0.032258064,0,0.032258064,0.958947368,0.384473684,true,false,false,false,false
8590,M,WHITE,33-37,9,false,8,High,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,3,1,5 or more,3,4,false,true,2,2,false,3 or more,1,false,false,false,false,false,true,true,true,false,false,false,false,0,6,0,0,41,0,0,0,0,1,2,false,true,true,false,false
8591,M,BLACK,28-32,8,false,8,Standard,At least some college,3 or more,,1-2 years,2,4,0,1,3,2,false,false,1,2,false,1,1,false,false,false,true,false,false,true,false,false,false,false,false,0,0,0,0,43.45454545,0.090909094,0,0,0.045454547,1,0.764121339,false,true,false,false,true
8592,M,BLACK,28-32,20,false,5,,High School Diploma,3 or more,Drug,Less than 1 year,7,6 or more,0,5 or more,3,3,false,false,1,4 or more,false,3 or more,1,false,false,false,false,true,true,false,false,false,false,false,true,0,0,0,1,19.4,0,0,0,0,1,2,false,false,false,false,false
8593,M,WHITE,48 or older,17,false,4,Standard,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,8,6 or more,0,2,4,5 or more,false,true,2,2,false,0,2 or more,true,false,false,false,true,true,false,false,false,false,false,true,4 or more,0,0,1,79.76190476,0,0,0,0.095238097,0.955223881,0.436119403,false,false,false,false,false
8594,M,BLACK,38-42,20,false,6,High,At least some college,3 or more,Drug,More than 3 years,5,3,0,3,4,0,false,false,2,0,false,0,2 or more,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,3 or more,116.2941176,0.05882353,0.117647059,0,0,0.809307031,0.369499241,false,false,false,false,false
8595,M,WHITE,33-37,2,false,9,Specialized,Less than HS diploma,1,Drug,1-2 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,true,false,3 or more,4 or more,true,3 or more,1,true,true,false,false,true,true,false,false,false,true,true,false,4 or more,0,0,1,200.5,0,0,0.333333343,0,0,0,false,true,true,false,false
8596,M,BLACK,48 or older,22,false,3,Specialized,High School Diploma,3 or more,Violent/Sex,Greater than 2 to 3 years,4,5,2,2,0,1,false,true,1,3,true,0,0,false,false,true,true,false,false,false,false,false,false,false,false,4 or more,10 or more,1,2,,0,0,0,0,0,,true,false,false,false,false
8597,M,BLACK,28-32,8,false,6,Specialized,High School Diploma,0,Other,1-2 years,6,6 or more,3 or more,1,1,5 or more,true,true,3 or more,4 or more,true,1,1,true,true,false,false,true,true,false,true,false,true,false,true,4 or more,0,0,1,104.25,0.0625,0,0,0,0,0,true,false,false,false,false
8600,M,WHITE,48 or older,16,false,10,Specialized,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,2,5 or more,3,4,false,true,3 or more,3,false,3 or more,0,false,false,false,false,false,false,true,false,false,false,true,true,3,10 or more,2,1,26.52941176,0.05882353,0,0.117647059,0.05882353,1,2.429600887,false,true,false,true,false
8601,M,BLACK,48 or older,1,false,2,Standard,Less than HS diploma,0,Property,Less than 1 year,10 or more,5,2,5 or more,4,5 or more,false,false,3 or more,1,true,3 or more,2 or more,true,false,false,false,false,false,false,true,false,false,false,false,0,0,0,1,185.5,0,0,0,0,0.018867925,0.984501348,false,true,true,false,false
8602,M,BLACK,28-32,11,false,8,High,Less than HS diploma,1,Other,Less than 1 year,10 or more,6 or more,3 or more,5 or more,0,5 or more,false,false,2,4 or more,true,2,0,false,true,false,false,false,false,false,false,false,true,true,false,0,1,0,0,67,0,0.333333343,0,0,0,0,false,true,true,false,false
8603,M,WHITE,43-47,8,false,3,Standard,High School Diploma,1,,Greater than 2 to 3 years,10 or more,6 or more,3 or more,4,0,2,true,false,3 or more,4 or more,false,1,1,true,false,false,false,false,true,true,true,false,false,false,false,0,0,0,1,,,,,,0,0,false,true,true,false,false
8607,M,BLACK,38-42,19,true,10,Specialized,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,2,4,5 or more,false,true,3 or more,4 or more,true,1,2 or more,true,false,false,false,true,true,true,true,false,true,false,true,1,7,3 or more,2,34,0.400000006,0,0,0,1,1,false,true,true,false,false
8609,M,WHITE,28-32,7,true,5,Specialized,High School Diploma,3 or more,Violent/Sex,Greater than 2 to 3 years,3,6 or more,0,3,0,2,false,false,1,2,false,2,0,true,false,false,false,false,true,true,true,true,true,false,false,4 or more,10 or more,3 or more,3 or more,27.42105263,0,0,0,0,0,0,false,true,false,false,true
8610,M,WHITE,28-32,3,false,6,High,High School Diploma,2,Property,Less than 1 year,7,6 or more,1,2,5 or more,2,true,false,3 or more,4 or more,false,1,2 or more,false,false,false,false,false,false,false,false,false,false,false,true,2,0,0,1,92.5,0,0,0,0,1,1.316216216,false,true,false,false,true
8611,M,WHITE,33-37,16,false,5,Standard,High School Diploma,1,Property,1-2 years,10 or more,4,1,5 or more,1,1,false,false,3 or more,2,false,3 or more,0,true,false,false,false,true,false,false,false,false,false,false,false,0,0,0,2,18.4,0,0,0,0,1,2,false,true,true,false,false
8614,M,WHITE,48 or older,3,false,3,Standard,High School Diploma,2,Violent/Non-Sex,1-2 years,3,5,1,1,0,3,true,false,0,3,true,0,0,false,true,false,false,false,true,false,false,false,false,false,false,0,6,0,0,115.4545455,0,0,0,0,0.944094488,0.57519685,false,false,false,false,false
8616,M,BLACK,23-27,8,false,8,High,High School Diploma,1,Other,1-2 years,10 or more,2,0,5 or more,1,3,false,true,1,0,false,2,0,false,false,false,true,false,true,false,false,false,false,false,false,0,0,0,2,84.5,0,0,0,0,0.047337278,0.720414201,false,true,true,false,false
8617,M,WHITE,23-27,12,false,10,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,9,6 or more,2,3,2,5 or more,false,false,1,4 or more,true,2,2 or more,true,true,false,false,false,true,true,false,false,false,false,false,4 or more,10 or more,0,1,24,0,0,0.017857144,0,0.290178571,0.815290179,false,true,false,true,false
8618,M,WHITE,28-32,16,false,9,Specialized,High School Diploma,1,,1-2 years,10 or more,6 or more,1,3,5 or more,5 or more,false,true,2,4 or more,false,1,2 or more,true,false,true,false,false,true,true,true,false,true,false,false,4 or more,1,0,1,32.66666667,0.333333343,0,0.333333343,0,0,0,false,true,true,false,false
8619,M,WHITE,33-37,4,false,5,Standard,At least some college,3 or more,Property,More than 3 years,3,6 or more,2,0,1,0,false,false,0,4 or more,true,0,2 or more,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,1,,0,0,0,0,0,,false,false,false,false,false
8620,M,BLACK,28-32,6,true,7,Standard,Less than HS diploma,2,Property,More than 3 years,9,0,0,3,2,4,false,false,1,0,false,2,0,false,false,false,false,false,true,true,true,false,false,false,false,1,0,0,0,57,0.200000003,0.200000003,0,0,1,2,false,false,false,false,false
8621,M,WHITE,28-32,17,true,8,High,Less than HS diploma,3 or more,Drug,1-2 years,9,4,2,4,1,3,false,false,3 or more,3,true,3 or more,0,true,false,false,true,false,true,true,false,false,false,false,false,0,0,0,3 or more,68,0,0,0,0,1,3,false,true,true,false,false
8622,M,BLACK,28-32,1,false,10,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,7,4,3 or more,1,3,1,true,true,2,2,true,2,2 or more,false,false,true,false,true,true,true,true,false,false,false,false,0,0,0,2,74.16666667,0,0,0,0,0.791011236,0.820786517,false,false,false,false,false
8624,F,WHITE,38-42,16,,5,Standard,High School Diploma,3 or more,Property,Less than 1 year,8,6 or more,0,2,1,4,false,false,2,3,false,2,0,false,false,false,false,false,true,false,false,false,true,false,true,0,5,0,0,338,0,1,0,0,0.600591716,2,false,true,false,false,true
8625,M,WHITE,28-32,24,true,10,High,At least some college,3 or more,Violent/Non-Sex,More than 3 years,2,1,1,0,2,0,false,true,0,1,true,1,2 or more,false,false,true,false,false,true,true,true,false,false,false,false,0,7,0,3 or more,61.5,0.071428575,0,0,0.071428575,0.175958188,0.212108014,false,true,false,true,false
8626,M,BLACK,23-27,18,false,7,High,High School Diploma,1,Violent/Non-Sex,More than 3 years,2,1,1,1,1,2,false,true,0,0,false,0,0,false,false,false,false,false,true,false,true,false,false,false,false,0,0,0,3 or more,18.4,0.200000003,0,0,0,0,0,false,true,true,false,false
8627,F,WHITE,33-37,18,,5,Standard,High School Diploma,3 or more,,Less than 1 year,7,4,0,0,4,4,false,false,2,0,false,0,2 or more,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,0,107.375,0,0,0,0,0,0,false,true,false,true,false
8629,M,WHITE,28-32,3,false,5,Standard,Less than HS diploma,0,Property,Less than 1 year,6,5,1,1,1,5 or more,false,false,0,1,false,0,0,false,false,false,false,false,false,false,false,false,false,false,false,4 or more,0,0,0,114.25,0,0,0,0,1,0.799234136,false,true,false,true,false
8631,M,BLACK,28-32,10,false,9,Specialized,Less than HS diploma,2,Violent/Non-Sex,1-2 years,4,0,2,0,0,2,true,true,0,0,true,0,0,false,false,true,true,false,false,false,false,false,true,false,false,4 or more,10 or more,0,2,14.79166667,0.083333336,0,0,0.083333336,1,3,false,true,true,false,false
8632,M,WHITE,48 or older,18,false,2,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,3,2,1,1,0,0,false,true,0,3,false,0,0,false,false,false,false,false,false,true,false,false,false,false,false,0,0,0,0,192,0,0,0,0,0.307291667,0.38046875,false,false,false,false,false
8633,M,WHITE,28-32,17,false,10,Specialized,High School Diploma,2,Property,More than 3 years,8,4,0,4,1,5 or more,false,false,0,4 or more,false,2,1,true,false,false,true,false,true,false,false,false,false,false,false,0,0,0,0,2.8,0.200000003,0,0.200000003,0,1,2,false,true,true,false,false
